OSEBuildingID;BuildingType;PrimaryPropertyType;PropertyName;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);LargestPropertyUseType;ENERGYSTARScore;SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);Electricity(kWh)
293;NonResidential;Other;ACT Theatre;47.61103;-122.33238;1914;1;7;128766;0;128766;Other - Entertainment/Public Assembly;;6057410;6057410;1680143.5
294;NonResidential;Residence Hall;Women's Residence at Seneca;47.6079;-122.33266;1913;1;9;107572;0;107572;Residence Hall/Dormitory;76;5572503;5879083;731552.1875
295;NonResidential;Other;1122 3rd Ave;47.60699;-122.33481;1955;1;15;230880;0;230880;Other;;62197176;61674856;18228948
296;Multifamily LR (1-4);Low-Rise Multifamily;Cooper School Artist's Lofts;47.56379;-122.36301;1917;1;4;56617;0;56617;Multifamily Housing;15;1986611.375;2185550.5;349325.6875
297;Multifamily MR (5-9);Mid-Rise Multifamily;LAKE CITY COURT;47.72232;-122.29181;2009;1;6;56745;0;56745;Multifamily Housing;54;2473962.5;2574628.5;455824.8125
299;Multifamily LR (1-4);Low-Rise Multifamily;Othello Building;47.53685;-122.28406;2003;1;4;67920;0;67920;Multifamily Housing;;2772124.75;2864132.5;784061.125
300;SPS-District K-12;K-12 School;Cleveland STEM High;47.55237;-122.31391;2007;1;3;204961;0;204961;K-12 School;94;8190809;8935423;1327293.75
302;NonResidential;Other;Seattle ReadCntr (50/50);47.63965;-122.3783;1973;1;1;76086;0;76086;Other;;3267564;3576720;458196.3125
313;NonResidential;Medical Office;BMR-201 Elliott Avenue LLC;47.61972;-122.36033;1927;1;5;190000;39000;151000;Medical Office;1;28731502;28731502;5493974.5
314;NonResidential;Hotel;Edgewater Seattle;47.6124;-122.35075;1961;1;4;122309;0;122309;Hotel;8;25453690;26122018;1853028.5
315;Campus;Other;P66 Bell Harbor International Conference Center & Cruise Terminal.;47.61137;-122.34947;1995;4;3;215476;0;215476;Other;;24017770;24606366;4041281.75
316;NonResidential;Hotel;337v2-Seattle Waterfront Marriott;47.61069;-122.34653;2003;1;8;254273;38800;215473;Hotel;29;26659244;26831896;4033863.5
317;Nonresidential COS;Other;Seattle Aquarium;47.60729;-122.34211;1980;1;2;69400;0;69400;Other - Entertainment/Public Assembly;;14833476;15230290;3087447.25
318;NonResidential;Mixed Use Property;Pier 54;47.6041;-122.33958;1900;1;1;62900;0;62900;Restaurant;;10394330;10883874;1110179.625
319;NonResidential;Small- and Mid-Sized Office;Daily Journal Building;47.60271;-122.33557;1914;1;4;56500;0;56500;Office;98;1380293.625;1500938.5;260120.7031
320;NonResidential;Warehouse;(ID320) BMW SEATTLE - SERVICE CENTER;47.59486;-122.32455;2008;1;4;203504;0;203504;Non-Refrigerated Warehouse;72;3785282.5;3944732;1109402.75
322;NonResidential;Large Office;Cox Media Group Seattle KIRO TV (322);47.61757;-122.35122;1968;0;3;100734;26731;74003;Office;20;9788717;9892566;2868908.5
323;NonResidential;Small- and Mid-Sized Office;200 Cedar Street Building;47.61703;-122.35012;1981;1;4;77662;18504;59158;Office;57;5007401;5168686.5;1256184.75
324;NonResidential;Large Office;Fourth and Battery;47.61619;-122.34599;1978;1;12;234000;21790;212210;Office;39;18661606;18811322;5347641
326;NonResidential;Large Office;Westlake Tower;47.61217;-122.33694;1989;1;25;369996;0;369996;Office;74;24755086;24755086;7255300
327;NonResidential;Retail Store;Nordstrom 001;47.61229;-122.33629;1925;1;10;693450;0;693450;Retail Store;93;40062888;40037736;10989762
328;NonResidential;Large Office;1600 Seventh;47.61316;-122.3343;1976;1;33;791396;0;791396;Office;89;40847752;42227404;11969413
329;NonResidential;Large Office;1700 Seventh Ave;47.61399;-122.33523;2000;1;23;747747;205076;542671;Office;90;30985420;31693704;8172315
330;NonResidential;Small- and Mid-Sized Office;Lloyd building;47.61356;-122.33665;1926;1;10;63409;7757;55652;Office;90;3444270;3826622.5;397961.5938
331;NonResidential;Large Office;The Tower Building;47.61375;-122.33566;1930;1;17;204790;30000;174790;Office;91;7739699;8081443;1974231
332;NonResidential;Small- and Mid-Sized Office;Times Square Building;47.61256;-122.33808;1916;1;5;73399;0;73399;Office;61;3757006;3992167.75;1101115.25
333;NonResidential;Large Office;Plaza 600;47.61391;-122.33725;1969;1;20;265851;32334;233517;Office;90;14633233;15742790;2363540.25
334;NonResidential;Large Office;West 8th;47.61578;-122.33726;2009;1;25;758043;228668;529375;Office;95;27018020;27018020;7658746.5
335;NonResidential;Large Office;Denny Building;47.61641;-122.34112;1968;1;12;206000;0;206000;Office;91;8580279;9075988;1836981.625
336;NonResidential;Large Office;1918 Eighth Avenue;47.61555;-122.33582;2009;1;36;824887;154972;669915;Office;97;39523852;39360016;11583777
337;NonResidential;Large Office;1800 Ninth;47.61516;-122.33303;1990;1;16;480840;141600;339240;Office;94;17867002;18468776;5197326
339;NonResidential;Small- and Mid-Sized Office;Broderick Building;47.60266;-122.33332;1900;1;7;89550;0;89550;Office;85;3903259.75;4135330.5;1041873.5
340;NonResidential;Small- and Mid-Sized Office;The Pioneer Building;47.60219;-122.33347;1900;1;6;89355;0;89355;Office;66;4178233.5;4188308.75;1206506.75
341;NonResidential;Large Office;Dexter Horton Building;47.6036;-122.33288;1922;1;15;388934;0;388934;Office;89;18576900;18982748;5095121
342;NonResidential;Large Office;Seattle Exchange Building;47.60403;-122.33497;1929;1;22;384302;0;384302;Office;98;10062436;10471812;2949131
343;NonResidential;Large Office;Norton Building;47.6037;-122.33447;1958;1;17;378525;84600;293925;Office;69;24906132;0;4098787.75
345;NonResidential;Large Office;999 Third Avenue;47.60505;-122.33427;1983;1;47;1323055;0;1323055;Office;94;44683660;44683660;13048606
346;NonResidential;Large Office;1000 Second Avenue;47.60567;-122.33511;1986;1;41;589921;129432;460489;Office;84;24603420;24603420;7210849
347;NonResidential;Small- and Mid-Sized Office;1015 Second Avenue;47.60542;-122.33588;1950;1;6;91091;1392;89699;Office;;1835804.875;1916413.75;397133.9063
348;NonResidential;Large Office;1101 Second Avenue (HOB);47.60581;-122.33664;1968;1;8;157941;62993;94948;Office;81;3743228.5;3743228.5;1097077.25
349;NonResidential;Large Office;2nd and Seneca;47.60614;-122.33674;1991;1;29;635303;197231;438072;Office;95;18221224;18754466;5287365
350;NonResidential;Large Office;Second And Spring Building;47.60642;-122.33581;1958;1;6;172842;25920;146922;Office;;41399504;41650404;11663150
351;NonResidential;Large Office;1111 Third Avenue;47.60655;-122.33533;1980;1;34;776762;162604;614158;Office;81;32552428;32577050;9512705
352;NonResidential;Large Office;Abraham Lincoln Building (Wallysons Inc);47.60671;-122.33456;1972;1;14;186768;23775;162993;Office;95;9641043;9843217;2194040
353;NonResidential;Large Office;Safeco Plaza;47.60615;-122.33388;1969;1;49;1123435;368980;754455;Office;89;45163308;47518124;11248209
354;NonResidential;Large Office;Fourth & Madison;47.60549;-122.33319;2002;1;37;1052469;164420;888049;Office;93;41213584;42071712;12079009
355;NonResidential;Large Office;901 Fifth Avenue;47.60616;-122.33165;1973;1;42;617684;171500;446184;Office;28;69519808;71568952;20116302
356;NonResidential;Large Office;The Central Building;47.60471;-122.33261;1907;1;8;201480;0;201480;Office;91;8921778;9510490;2140038
357;Nonresidential COS;Large Office;Seattle Municipal Tower (2030);47.60501;-122.32988;1990;1;63;1354987;159600;1195387;Office;89;61576184;61576184;18046946
358;Nonresidential COS;Large Office;Justice Center;47.60421;-122.32919;2001;1;14;310490;0;310490;Office;;21169502;21960822;4725684.5
359;Nonresidential COS;Large Office;City Hall;47.60377;-122.32971;2003;1;8;199530;30660;168870;Office;69;13214416;13972700;2561244
360;NonResidential;Large Office;Chinook Building;47.60249;-122.32854;2006;1;13;372242;52703;319539;Office;98;13843866;13862720;3296889.25
361;NonResidential;Large Office;Yesler Building;47.60193;-122.32812;1909;1;7;114395;8296;106099;Office;99;2746560.75;2970604.25;480858.5
363;NonResidential;Retail Store;University Book Store;47.66024;-122.31278;1978;1;2;89200;0;89200;Retail Store;83;6461937;6707359.5;1611701.375
364;NonResidential;Large Office;UW Tower Bldg Complex;47.66072;-122.31466;1971;1;23;474546;0;474546;Office;77;28450436;29997380;8338345
365;NonResidential;Other;UW Tower Data Center;47.6606;-122.31512;1969;1;5;36000;0;36000;Data Center;96;30038490;30038490;8803777
366;NonResidential;Small- and Mid-Sized Office;University District Office Buiding;47.661;-122.31626;1961;0;5;99005;0;99005;Office;70;4728488.5;5008123.5;839159.3125
367;NonResidential;Large Office;4311 Roosevelt;47.66065;-122.31689;2002;1;6;135051;44248;90803;Office;88;4426136;4426136;1297226.125
368;NonResidential;Large Office;4300 Roosevelt;47.65999;-122.31741;2002;1;5;220649;82720;137929;Office;93;7046345.5;7046345.5;2065165.5
369;NonResidential;Self-Storage Facility;Seattle Vault Self Storage;47.61591;-122.33238;1964;1;5;93660;0;93660;Self-Storage Facility;;873221.875;940359.1875;255926.7031
370;NonResidential;Large Office;Metropolitan Park West;47.61597;-122.33086;1980;1;18;413715;64660;349055;Office;79;24224888;24224888;7099908
371;NonResidential;Mixed Use Property;METROPOLITAN PARK NORTH (ID371);47.6177;-122.3306;2000;1;11;381381;195621;185760;Parking;94;9765777;9944328;2834648.75
372;NonResidential;Large Office;Metropolitan Park East;47.61695;-122.32965;1988;1;20;497513;118744;378769;Office;65;26823218;0;7796691
373;NonResidential;Large Office;Fourth and Blanchard;47.61431;-122.34244;1979;1;24;543876;116721;427155;Office;79;25307744;26144226;7417274.5
374;NonResidential;Mixed Use Property;ECONET (ID#374);47.6177;-122.3545;1980;1;4;109347;38700;70647;Laboratory;;8218155.5;8381544.5;2193628
375;NonResidential;Large Office;Third and Broad;47.6182;-122.352;1982;1;6;396626;124216;272410;Office;64;20361158;20179120;5967513.5
376;NonResidential;Large Office;5th and Bell;47.61598;-122.34369;2002;1;6;287471;83591;203880;Office;74;14913424;14913424;4370874
377;NonResidential;Large Office;Fifth and Wall LLC;47.61734;-122.34434;1947;1;3;192630;48512;144118;Office;94;5357833;5569686;1515135.25
379;NonResidential;Large Office;3101 Western Avenue;47.6176;-122.35686;1984;1;8;253103;61986;191117;Office;3;29949248;29949248;8777621
381;NonResidential;Supermarket / Grocery Store;70500872 -- Holman Road;47.7019;-122.36374;1956;1;1;60880;0;60880;Supermarket/Grocery Store;54;14293972;14736775;2381365.25
382;NonResidential;Small- and Mid-Sized Office;Collins Building;47.60227;-122.33202;1900;1;5;50176;0;50176;Office;77;2933288.75;2933288.75;831375.875
383;NonResidential;Large Office;Smith Tower;47.60198;-122.33174;1912;1;42;304346;0;304346;Office;72;23262244;24880988;3294180.5
384;NonResidential;Warehouse;Dawn Food Products;47.54066;-122.33023;1977;1;1;128800;0;128800;Non-Refrigerated Warehouse;97;1809101.5;2098949.75;108982.8984
385;NonResidential;Large Office;Skinner Building;47.60932;-122.33388;1927;1;8;321945;0;321945;Office;76;13656587;14072349;2917923.75
386;NonResidential;Large Office;IBM-COS;47.60842;-122.33305;1964;1;22;336330;0;336330;Office;77;18967014;19730534;3849416
387;NonResidential;Large Office;Puget Sound Plaza;47.60869;-122.33588;1960;1;21;298426;0;298426;Office;79;27076922;28559888;4195765
388;NonResidential;Large Office;Rainier Tower;47.60896;-122.33481;1976;1;42;635824;0;635824;Office;69;48479988;48479988;14208670
389;NonResidential;Hotel;Fairmont Olympic Seattle;47.60804;-122.33391;1923;1;12;542305;0;542305;Hotel;45;56485204;57051236;7056889.5
390;NonResidential;Retail Store;RAINIER ELECTRONICS LLC;47.57936;-122.29744;1980;1;2;291940;0;291940;Retail Store;80;11688601;12080064;2911448
391;NonResidential;Mixed Use Property;Thaw Building;47.52871;-122.29443;1970;0;1;88400;0;88400;Non-Refrigerated Warehouse;42;4383100.5;4811200;741693.375
392;NonResidential;Warehouse;Linden Bldg;47.72912;-122.34677;1960;1;1;52311;0;52311;Non-Refrigerated Warehouse;96;930611.875;1109137.125;4913.5
393;NonResidential;Other;500 Yale;47.62323;-122.33028;2009;1;5;141131;69710;71421;Parking;;3085814;3085814;904400.1875
394;NonResidential;Large Office;501 Eastlake Ave. (ID394) Republican Building;47.62333;-122.3296;2001;1;5;176532;70067;106465;Office;60;5803409;5803409;1700881.75
395;NonResidential;Warehouse;Ferguson Terminal;47.65825;-122.3683;1973;1;1;52500;0;52500;Non-Refrigerated Warehouse;2;3989399;4243867;898234.875
396;NonResidential;Warehouse;SBC396;47.66587;-122.38476;1959;1;2;57300;0;57300;Non-Refrigerated Warehouse;55;4560492;5095134.5;543351
398;NonResidential;Large Office;2601 Elliott Avenue;47.61429;-122.35263;1916;1;6;350310;0;350310;Office;90;18102026;18102026;4681819
399;NonResidential;Large Office;1201 Third Avenue;47.60723;-122.33611;1988;1;55;1400000;285000;1115000;Office;92;53079164;55140300;14499658
401;NonResidential;Hotel;WAC aggregate;47.60968;-122.33379;1930;1;21;305548;0;305548;Hotel;58;33729336;34527356;4272584.5
402;NonResidential;Large Office;US Bank Centre;47.61054;-122.33466;1989;1;46;1536606;512608;1023998;Office;89;56606136;58506844;15729209
403;NonResidential;Large Office;Logan Building;47.61003;-122.33452;1958;1;10;135918;0;135918;Office;91;6423556.5;6771618.5;1260947.625
404;NonResidential;Retail Store;O'Shea Building;47.61159;-122.33601;1914;1;4;79957;0;79957;Retail Store;25;5252131;5171529;1539311.375
405;NonResidential;Large Office;The Decatur;47.61166;-122.33528;1921;1;4;127268;0;127268;Office;71;7711757.5;7711757.5;1770165.625
406;NonResidential;Large Office;520 Pike Tower;47.61125;-122.33494;1983;1;29;500000;0;500000;Office;93;18848780;19249572;5524260.5
408;NonResidential;Large Office;Fourth and Pike Building;47.61005;-122.3361;1926;0;10;132326;0;132326;Office;72;6029020;6146691.5;1670053.125
409;NonResidential;Large Office;Washington Federal;47.61033;-122.3357;1984;1;6;109830;13200;96630;Office;45;7335905.5;7335905.5;2150030.75
410;NonResidential;Hotel;Motif Seattle;47.60996;-122.33572;1973;0;19;332067;59280;272787;Hotel;6;37785552;37984148;5803207
411;NonResidential;Large Office;Joshua Green Building;47.60991;-122.33687;1910;1;10;130513;0;130513;Office;49;11651200;11792293;2006739.75
412;NonResidential;Small- and Mid-Sized Office;MiKen Building;47.60953;-122.33647;1920;1;8;60660;0;60660;Office;;2586116;2586116;757947.125
413;NonResidential;Large Office;(ID413) JOSEPH VANCE BLDG;47.60902;-122.33674;1929;1;14;137350;0;137350;Office;89;6366084.5;6825027;1203759.875
414;NonResidential;Large Office;Onni 1411 Fourth Development LP;47.60923;-122.33625;1929;1;15;151039;0;151039;Office;84;5446624;0;761004.125
415;NonResidential;Large Office;Century Square - COS Compliance;47.61022;-122.33745;1985;1;30;755000;134662;620338;Office;72;52226204;53974556;12661185
416;NonResidential;Small- and Mid-Sized Office;Chromer Building;47.60995;-122.33904;1906;1;4;63540;0;63540;Office;72;3518459.5;3564626.75;711690
417;NonResidential;Large Office;Melbourne Tower;47.60987;-122.33824;1927;1;10;130893;0;130893;Office;80;6962073;7163323.5;2040466.625
418;NonResidential;Mixed Use Property;Harold Poll Building;47.60821;-122.33899;1910;1;5;79920;0;79920;Office;;3009463.75;2977095.25;882023.3125
419;Campus;Mixed Use Property;Main Market;47.60881;-122.34119;1908;1;4;137400;0;137400;Retail Store;;14940504;14879755;3031866.75
420;NonResidential;Other;Meridian (West);47.61164;-122.33446;1996;1;6;147852;86429;61423;Parking;;9671619;9671619;2087520.25
421;NonResidential;Other;Meridian (East);47.61185;-122.33421;1996;0;4;267335;166960;100375;Parking;;7273155.5;7378420.5;1515211.5
422;NonResidential;Large Office;Two Union Square;47.61043;-122.33206;1989;1;56;1605578;389860;1215718;Office;97;49517704;50984500;13505807
423;NonResidential;Large Office;One Union Square;47.60967;-122.33229;1980;1;36;794592;0;794592;Office;96;26689658;27340878;7629382
424;NonResidential;Large Office;PARK PLACE OFFICE BLDG (ID424);47.60909;-122.33202;1971;1;21;456304;93204;363100;Office;74;19397324;20421248;5685030
425;NonResidential;Large Office;First and Stewart;47.61029;-122.34089;1986;1;12;115857;15140;100717;Office;89;4757299.5;4757299.5;1394284.625
426;NonResidential;Small- and Mid-Sized Office;World Trade Center West;47.61116;-122.34748;1999;1;4;87500;17500;70000;Office;72;4549892;4549892;1333496.75
427;NonResidential;Large Office;World Trade Center East-Seattle;47.6117;-122.34778;1998;1;11;374405;184776;189629;Office;72;13329024;13329024;3906513
428;NonResidential;Other;Lenora;47.61252;-122.34351;1985;1;12;193500;38000;155500;Other;;14436982;14436982;4231237
429;NonResidential;Large Office;Terminal Sales Building;47.61108;-122.34217;1923;1;11;102846;0;102846;Office;96;5327249.5;6047637;541139.6875
430;NonResidential;Small- and Mid-Sized Office;The Marshall Building;47.61304;-122.34059;1925;1;4;52800;0;52800;Office;83;2429021;2500323.75;536908.6875
432;Campus;Mixed Use Property;Securities Building Campus;47.61229;-122.33903;1913;3;10;258497;0;258497;Parking;;20779796;21536130;4946369.5
433;NonResidential;Retail Store;(71367A) SEATTLE Macy's;47.61098;-122.33815;1929;1;8;861702;0;861702;Retail Store;;17666646;17666646;4319154.5
434;NonResidential;Other;Benaroya Research Institute at Virginia Mason;47.61;-122.32922;1999;1;5;206950;97400;109550;Other;;19295226;19105426;5176868.5
435;NonResidential;Other;Washington State Convention Center;47.61195;-122.33167;1990;1;6;1400000;0;1400000;Convention Center;;0;0;0
436;NonResidential;Other;VM Seattle Hospital & Medical Center - Health Resources Building;47.61048;-122.32837;1988;1;9;46710;0;46710;Urgent Care/Clinic/Other Outpatient;;4169431.5;4439795.5;797806.6875
437;NonResidential;Medical Office;VM Seattle Hospital & Medical Center - Lindeman Pavilion;47.61048;-122.32837;1945;1;3;266000;104000;162000;Medical Office;65;13911761;14009703;3488557.5
438;NonResidential;Medical Office;1101 Madison Tower;47.60921;-122.32425;1992;1;14;690158;407795;282363;Medical Office;58;21156670;21156670;6200665
439;NonResidential;Mixed Use Property;Fisher Plaza - East Building;47.61915;-122.34857;2001;1;6;378443;177660;200783;Parking;100;55073120;55073120;15681864
440;NonResidential;Mixed Use Property;Fisher Plaza - West Building;47.61915;-122.34857;2001;1;6;213834;104922;108912;Parking;100;75073888;75073888;21957020
441;NonResidential;Hotel;Best Western Executive Inn;47.62036;-122.34588;1979;1;5;109017;29409;79608;Hotel;34;9474745;9707963;1648708.875
443;NonResidential;Large Office;Elliott Bay Office Park;47.62177;-122.36158;1981;1;5;275734;38452;237282;Office;77;16373232;16373232;4798719
444;NonResidential;Warehouse;FedEX van Terminal;47.56064;-122.32522;2001;1;1;123061;0;123061;Non-Refrigerated Warehouse;59;1987934.625;1987934.625;582630.1875
446;NonResidential;Distribution Center;Washington State Ferries Building;47.54868;-122.3255;1963;1;1;59090;0;59090;Distribution Center;45;2756214.75;3153949.5;185927.7969
447;NonResidential;Warehouse;NWCP-SEA Sylv Bldg;47.5471;-122.32406;1963;1;1;106000;0;106000;Non-Refrigerated Warehouse;93;763364.5;763364.5;223729.2969
